file_name,color,cut_name,freshness_index,time_hours,time_days,sample_num,mode,loading,point_index,deformation,stress_pa,curve_weight,is_curve_outlier
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,73,0.1406848717171717,135.54390196862954,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,74,0.14256668434343434,136.36884286344807,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,75,0.14444849696969697,137.1937837582666,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,76,0.14633030959595958,138.01872465308512,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,77,0.14821212222222221,138.84366554790364,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,78,0.15009393484848485,139.6630878496573,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,79,0.15197574747474746,140.48174600555348,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,80,0.1538575601010101,141.30040416144968,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,81,0.15573937272727273,142.11906231734588,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,82,0.15762118535353534,142.65487107793894,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,83,0.15950299797979797,142.81329699185991,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,84,0.1613848106060606,142.97172290578092,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,85,0.16326662323232322,143.1301488197019,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,86,0.16514843585858585,143.2885747336229,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,87,0.1670302484848485,144.03067049335385,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,88,0.1689120611111111,144.78953822505494,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,89,0.17079387373737373,145.54840595675603,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,90,0.17267568636363637,146.30727368845712,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,91,0.17455749898989897,146.85846856060604,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,92,0.1764393116161616,147.2113084280303,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,93,0.17832112424242424,147.56414829545454,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,94,0.18020293686868685,147.91698816287877,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,95,0.1820847494949495,148.291727448376,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,96,0.18396656212121212,149.103740946368,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,97,0.18584837474747473,149.91575444435998,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,98,0.18773018737373737,150.727767942352,0.2043387374172631,False
green2-3.xls,green,sirloin steak,2,24,1.0,3,shear,shear,99,0.189612,151.53978144034397,0.2043387374172631,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,0,0.00331255,20.282995227101104,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,1,0.005194362626262626,22.549382654912392,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,2,0.007076175252525253,24.81577008272368,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,3,0.00895798787878788,27.082157510534973,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,4,0.010839800505050505,29.34854493834626,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,5,0.01272161313131313,31.614932366157547,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,6,0.014603425757575759,40.133893920554286,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,7,0.016485238383838384,48.92571247185566,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,8,0.01836705101010101,57.717531023157036,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,9,0.020248863636363638,66.50934957445844,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,10,0.022130676262626263,75.30116812575982,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,11,0.024012488888888888,81.7773255849786,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,12,0.025894301515151517,86.27373949562514,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,13,0.027776114141414142,90.77015340627166,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,14,0.029657926767676767,95.2665673169182,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,15,0.03153973939393939,99.76298122756474,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,16,0.03342155202020202,104.14868156231873,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,17,0.03530336464646464,107.66397834106763,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,18,0.03718517727272727,111.17927511981654,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,19,0.03906698989898989,114.69457189856543,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,20,0.04094880252525252,118.20986867731435,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,21,0.04283061515151515,121.72516545606325,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,22,0.04471242777777777,124.90769372298593,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,23,0.0465942404040404,127.94204090303444,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,24,0.04847605303030303,130.97638808308295,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,25,0.05035786565656565,134.01073526313144,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,26,0.05223967828282828,137.04508244317995,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,27,0.05412149090909091,139.96881743810124,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,28,0.05600330353535353,142.5436600179169,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,29,0.05788511616161616,145.11850259773254,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,30,0.05976692878787879,147.69334517754822,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,31,0.06164874141414141,150.26818775736388,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,32,0.06353055404040404,152.84303033717956,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,33,0.06541236666666667,155.20476730578545,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,34,0.06729417929292929,157.5286975452103,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,35,0.06917599191919191,159.85262778463513,0.8943621768741351,False
