epoch,train_loss,val_loss
1,0.497369647026062,0.7506532669067383
2,0.49735069274902344,0.7506497502326965
3,0.49733173847198486,0.75064617395401
4,0.49731287360191345,0.7506428956985474
5,0.49729400873184204,0.7506394386291504
6,0.49727529287338257,0.750636100769043
7,0.49725663661956787,0.7506327629089355
8,0.49723801016807556,0.7506294846534729
9,0.4972194731235504,0.7506262063980103
10,0.49720096588134766,0.7506230473518372
11,0.49718254804611206,0.7506198883056641
12,0.49716421961784363,0.750616729259491
13,0.49714595079421997,0.7506135702133179
14,0.4971277713775635,0.7506105303764343
15,0.497109591960907,0.7506074905395508
16,0.4970915913581848,0.7506045699119568
17,0.49707359075546265,0.7506015300750732
18,0.49705570936203003,0.7505985498428345
19,0.4970378875732422,0.7505956888198853
20,0.4970201551914215,0.7505927681922913
21,0.4970024824142456,0.7505899667739868
22,0.49698489904403687,0.7505871057510376
23,0.4969673156738281,0.7505842447280884
24,0.4969499111175537,0.7505815029144287
25,0.4969325661659241,0.7505786418914795
26,0.4969152510166168,0.7505759000778198
27,0.49689799547195435,0.7505732774734497
28,0.4968809485435486,0.75057053565979
29,0.49686387181282043,0.7505679130554199
30,0.49684688448905945,0.7505651712417603
31,0.4968299865722656,0.7505625486373901
32,0.4968131184577942,0.75055992603302
33,0.4967963695526123,0.7505573034286499
34,0.49677979946136475,0.7505547404289246
35,0.4967631697654724,0.7505520582199097
36,0.49674665927886963,0.7505496144294739
37,0.49673017859458923,0.7505470514297485
38,0.4967137575149536,0.750544548034668
39,0.4966975450515747,0.7505419850349426
40,0.4966813325881958,0.7505394816398621
41,0.49666517972946167,0.7505369782447815
42,0.4966491460800171,0.7505344748497009
43,0.4966331422328949,0.7505320310592651
44,0.49661725759506226,0.7505295872688293
45,0.496601402759552,0.7505271434783936
46,0.4965856373310089,0.7505247592926025
47,0.4965699315071106,0.750522255897522
48,0.49655434489250183,0.7505198121070862
49,0.49653875827789307,0.7505174279212952
50,0.49652329087257385,0.7505151033401489
51,0.4965078830718994,0.7505126595497131
52,0.49649256467819214,0.7505102157592773
53,0.49647730588912964,0.7505078911781311
54,0.4964621067047119,0.7505055069923401
55,0.49644702672958374,0.7505030632019043
56,0.49643194675445557,0.7505007386207581
57,0.49641698598861694,0.750498354434967
58,0.4964020550251007,0.750495970249176
59,0.49638718366622925,0.750493586063385
60,0.49637240171432495,0.7504912614822388
61,0.4963577091693878,0.7504889369010925
62,0.49634307622909546,0.7504865527153015
63,0.4963284730911255,0.7504841089248657
64,0.49631398916244507,0.7504818439483643
65,0.49629950523376465,0.7504794001579285
66,0.4962851405143738,0.7504770755767822
67,0.4962708353996277,0.7504746913909912
68,0.49625658988952637,0.7504724264144897
69,0.49624237418174744,0.7504699230194092
70,0.49622827768325806,0.7504675984382629
71,0.4962141811847687,0.7504652142524719
72,0.49620020389556885,0.7504627704620361
73,0.49618619680404663,0.7504604458808899
74,0.49617236852645874,0.7504580020904541
75,0.49615851044654846,0.7504556775093079
76,0.49614477157592773,0.7504532337188721
77,0.4961310625076294,0.750450849533081
78,0.49611741304397583,0.75044846534729
79,0.49610382318496704,0.7504459619522095
80,0.496090292930603,0.7504435777664185
81,0.4960768520832062,0.7504411935806274
82,0.4960634112358093,0.7504386901855469
83,0.49605005979537964,0.7504362463951111
84,0.4960367679595947,0.7504339218139648
85,0.4960235357284546,0.7504314184188843
86,0.49601030349731445,0.7504289150238037
87,0.49599719047546387,0.7504264116287231
88,0.4959840774536133,0.7504239678382874
89,0.495971143245697,0.7504214644432068
90,0.4959580898284912,0.7504189610481262
91,0.49594518542289734,0.7504163980484009
92,0.49593234062194824,0.7504138946533203
93,0.49591952562332153,0.7504112720489502
94,0.4959067702293396,0.7504087686538696
95,0.49589407444000244,0.7504061460494995
96,0.49588140845298767,0.750403642654419
97,0.4958688020706177,0.750400960445404
98,0.4958561956882477,0.7503983378410339
99,0.4958437383174896,0.7503957748413086
100,0.49583128094673157,0.7503931522369385
101,0.4958188533782959,0.7503904104232788
102,0.4958064556121826,0.7503877878189087
103,0.4957941472530365,0.750385046005249
104,0.49578189849853516,0.7503824234008789
105,0.4957696795463562,0.7503796815872192
106,0.495757520198822,0.7503769397735596
107,0.4957454204559326,0.7503741979598999
108,0.4957333207130432,0.7503713369369507
109,0.4957212805747986,0.7503685355186462
110,0.49570930004119873,0.7503657937049866
111,0.4956973195075989,0.7503629326820374
112,0.4956854581832886,0.7503600716590881
113,0.4956735670566559,0.7503573298454285
114,0.49566179513931274,0.7503542900085449
115,0.495650053024292,0.7503514289855957
116,0.49563831090927124,0.7503485679626465
117,0.49562662839889526,0.7503455877304077
118,0.4956149756908417,0.750342607498169
119,0.49560341238975525,0.7503396272659302
120,0.49559181928634644,0.7503365874290466
121,0.4955803155899048,0.7503335475921631
122,0.49556881189346313,0.7503305673599243
123,0.49555736780166626,0.7503275275230408
124,0.49554604291915894,0.7503243684768677
125,0.49553465843200684,0.7503212690353394
126,0.4955233633518219,0.7503181099891663
127,0.49551206827163696,0.7503150105476379
128,0.4955008327960968,0.7503117918968201
129,0.49548959732055664,0.750308632850647
130,0.49547845125198364,0.7503054141998291
131,0.4954673647880554,0.7503021359443665
132,0.4954562783241272,0.7502988576889038
133,0.495445191860199,0.7502955198287964
134,0.4954342246055603,0.750292181968689
135,0.49542322754859924,0.7502888441085815
136,0.4954122304916382,0.7502855062484741
137,0.4954013526439667,0.7502820491790771
138,0.49539050459861755,0.750278651714325
139,0.4953796863555908,0.7502752542495728
140,0.4953688383102417,0.7502716779708862
141,0.49535810947418213,0.7502681612968445
142,0.49534738063812256,0.7502646446228027
143,0.4953366816043854,0.750261127948761
144,0.4953259825706482,0.7502575516700745
145,0.4953153431415558,0.7502539157867432
146,0.49530479311943054,0.7502502799034119
147,0.4952942132949829,0.7502466440200806
148,0.49528366327285767,0.7502429485321045
149,0.4952731430530548,0.7502391934394836
150,0.49526268243789673,0.7502354383468628
151,0.49525225162506104,0.7502316832542419
152,0.49524179100990295,0.7502279281616211
153,0.4952314496040344,0.7502241134643555
154,0.4952211081981659,0.7502201795578003
155,0.49521082639694214,0.7502163052558899
156,0.495200514793396,0.7502124309539795
157,0.495190292596817,0.7502084374427795
158,0.49518007040023804,0.7502045035362244
159,0.49516981840133667,0.7502004504203796
160,0.49515968561172485,0.7501964569091797
161,0.49514949321746826,0.7501924633979797
162,0.4951394498348236,0.7501882910728455
163,0.4951292872428894,0.750184178352356
164,0.49511927366256714,0.7501801252365112
165,0.4951092600822449,0.7501758933067322
166,0.4950992465019226,0.7501716613769531
167,0.49508923292160034,0.7501674890518188
168,0.4950793385505676,0.750163197517395
169,0.49506938457489014,0.7501589059829712
170,0.4950594902038574,0.7501546144485474
171,0.4950496554374695,0.7501503229141235
172,0.49503982067108154,0.7501459121704102
173,0.4950299859046936,0.7501415014266968
174,0.49502021074295044,0.7501370906829834
175,0.4950103759765625,0.7501326203346252
176,0.4950006902217865,0.7501281499862671
177,0.4949909448623657,0.7501236200332642
178,0.4949812591075897,0.7501190900802612
179,0.4949716031551361,0.7501145005226135
180,0.4949619770050049,0.7501099109649658
181,0.49495232105255127,0.7501052618026733
182,0.49494272470474243,0.7501005530357361
183,0.494933158159256,0.7500959038734436
184,0.49492359161376953,0.7500911951065063
185,0.49491405487060547,0.7500864267349243
186,0.4949045777320862,0.7500816583633423
187,0.4948950409889221,0.7500768899917603
188,0.4948856234550476,0.7500720024108887
189,0.4948762059211731,0.7500671744346619
190,0.4948667883872986,0.7500622272491455
191,0.4948573708534241,0.7500573396682739
192,0.49484801292419434,0.7500523328781128
193,0.4948386549949646,0.7500473260879517
194,0.49482929706573486,0.7500424385070801
195,0.4948199987411499,0.750037431716919
196,0.4948107600212097,0.7500323057174683
197,0.49480146169662476,0.7500272393226624
198,0.49479222297668457,0.7500221133232117
199,0.49478304386138916,0.7500170469284058
200,0.494773805141449,0.7500118017196655
201,0.49476465582847595,0.7500066161155701
202,0.49475544691085815,0.7500013709068298
203,0.49474626779556274,0.7499961256980896
204,0.4947371780872345,0.7499908804893494
205,0.49472808837890625,0.7499855756759644
206,0.4947189688682556,0.7499802112579346
207,0.49470990896224976,0.7499748468399048
208,0.4947008788585663,0.749969482421875
209,0.4946918189525604,0.7499641180038452
210,0.49468284845352173,0.7499585747718811
211,0.49467384815216064,0.7499531507492065
212,0.49466484785079956,0.749947726726532
213,0.49465590715408325,0.7499421834945679
214,0.49464696645736694,0.749936580657959
215,0.4946380853652954,0.7499310970306396
216,0.4946291446685791,0.749925434589386
217,0.49462026357650757,0.7499198317527771
218,0.49461138248443604,0.749914288520813
219,0.49460259079933167,0.7499085664749146
220,0.49459367990493774,0.7499028444290161
221,0.49458491802215576,0.7498971819877625
222,0.494576096534729,0.7498914003372192
223,0.494567334651947,0.749885618686676
224,0.49455854296684265,0.7498798370361328
225,0.49454984068870544,0.7498740553855896
226,0.49454110860824585,0.7498681545257568
227,0.49453234672546387,0.7498623132705688
228,0.49452364444732666,0.7498564124107361
229,0.49451497197151184,0.7498505711555481
230,0.494506299495697,0.7498446702957153
231,0.4944976568222046,0.7498385906219482
232,0.49448901414871216,0.7498326301574707
233,0.4944804310798645,0.7498266696929932
234,0.49447178840637207,0.7498206496238708
235,0.494463175535202,0.7498145699501038
236,0.49445465207099915,0.7498085498809814
237,0.4944460988044739,0.7498024702072144
