color,time_days,l1_total,l1_I1_family,l1_I2_family,cosine_to_day0,compression_mean_stress_pa,shear_mean_stress_pa
red,0.0,830725.6353427838,555920.4337714579,274805.2015713259,1.0,942.3379296899005,265.8489113168124
red,1.0,1305047.2090721442,863596.2719133783,441450.9371587661,0.996115934179205,1194.2179786575878,383.87478916048144
red,2.0,961567.7836560735,632739.7336706396,328828.04998543405,0.9754751690746482,1494.5817130999337,266.7726476820859
