color,cut_name,freshness_index,time_hours,time_days,mode,loading,point_index,deformation,stress_pa,stress_std_pa,n_used,n_total,used_samples,dropped_samples
red,new york strip steak,3,48,2.0,shear,shear,69,0.13369125,321.55725,53.33262245743688,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,70,0.13595675000000002,321.54275,53.33662789479197,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,71,0.138129,319.24875,54.32127086314809,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,72,0.14221224999999998,318.24675,52.272077394986894,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,73,0.14221224999999998,318.24675,52.272077394986894,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,74,0.14221224999999998,318.24675,52.272077394986894,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,75,0.144477,318.682,52.18202335095871,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,76,0.15082275,317.9155,51.69291164898724,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,77,0.15082275,317.9155,51.69291164898724,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,78,0.15082275,317.9155,51.69291164898724,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,79,0.15310275,318.1035,51.65978922479263,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,80,0.1593615,315.375,51.53547219149155,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,81,0.1593615,315.375,51.53547219149155,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,82,0.1593615,315.375,51.53547219149155,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,83,0.1593615,315.375,51.53547219149155,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,84,0.16793249999999998,314.76300000000003,50.87078024268941,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,85,0.16793225,314.76300000000003,50.87078024268941,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,86,0.16793225,314.76300000000003,50.87078024268941,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,87,0.16793225,314.76300000000003,50.87078024268941,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,88,0.17433574999999998,313.4315,48.0217094786306,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,89,0.17652900000000002,311.61075,49.65648630529047,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,90,0.17652900000000002,311.61075,49.65648630529047,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,91,0.17652874999999998,311.61075,49.65648630529047,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,92,0.180629,311.94825,49.09208810681716,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,93,0.18507075,311.582,50.64542916690507,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,94,0.18507075,311.582,50.64542916690507,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,95,0.18507075,311.582,50.64542916690507,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,96,0.18712,312.45525,50.134003587261,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,97,0.19137525,310.9565,50.23732033807138,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,98,0.19365475,310.64725000000004,50.218962750016054,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,shear,shear,99,0.19365475,310.64725000000004,50.218962750016054,4,5,"1,2,4,5",3
red,new york strip steak,3,48,2.0,uniaxial,compression,0,0.9781193,803.2624,237.003976984016,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,compression,1,0.9580296333333335,1044.0433333333333,12.483413884920331,3,5,"2,4,5","1,3"
red,new york strip steak,3,48,2.0,uniaxial,compression,2,0.9377958666666667,1201.4666666666667,28.95756934244,3,5,"2,4,5","1,3"
red,new york strip steak,3,48,2.0,uniaxial,compression,3,0.9177900400000001,1394.5438,411.2049121177421,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,compression,4,0.8978208000000001,1557.5474000000002,460.9830133909926,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,compression,5,0.8774790000000001,1724.0342,512.7345340881185,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,compression,6,0.8572874,1908.2118000000003,580.7663862560918,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,compression,7,0.8372094000000001,2093.2019999999998,632.2939008214456,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,compression,8,0.8172224,2308.158,700.5894586532115,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,tension,0,1.0263827,952.957,130.5278456479689,4,5,"2,3,4,5",1
red,new york strip steak,3,48,2.0,uniaxial,tension,1,1.05160805,307.08074999999997,51.82930867942867,4,5,"2,3,4,5",1
red,new york strip steak,3,48,2.0,uniaxial,tension,2,1.0768333599999997,-37.1034,68.27018867004836,5,5,"1,2,3,4,5",
red,new york strip steak,3,48,2.0,uniaxial,tension,3,1.10203025,-157.07375000000002,23.37718231925097,4,5,"1,2,4,5",3
