color,cut,variant,train_variant,loading,split,time_days,time_label,mae_pa,rmse_pa,r2,n_points
red,New York strip steak,compression_only,compression_only,shear,test,1.0,Day 1,171.44795549090918,186.45638581578586,-5.050325866155232,64
red,New York strip steak,compression_only,compression_only,shear,test,2.0,Day 2,248.8781882537986,262.184010838619,-9.077665844385779,100
red,New York strip steak,compression_only,compression_only,tension,test,0.0,Day 0,238.2427343765259,331.24917223606644,-0.7120699822093985,4
red,New York strip steak,compression_only,compression_only,tension,test,1.0,Day 1,337.568785265859,434.461904131222,-1.5294591963812825,3
red,New York strip steak,compression_only,compression_only,tension,test,2.0,Day 2,359.5966159620285,486.2053101532562,-0.38752154319975385,4
red,New York strip steak,compression_only,compression_only,compression,train,0.0,Day 0,1154.5035224077499,1238.1857398649265,-6.810494567150209,35
red,New York strip steak,compression_only,compression_only,compression,train,1.0,Day 1,1617.8055181783038,1791.7126500428983,-4.4300190456929505,33
red,New York strip steak,compression_only,compression_only,compression,train,2.0,Day 2,1573.6845379003882,1719.7038633592638,-5.159557893608019,32
red,New York strip steak,compression_only,compression_only,overall,train,-1.0,Overall,404.7581326363975,558.6935714904237,-1.0875337390722541,1284
red,New York strip steak,compression_only,compression_only,shear,train,0.0,Day 0,285.05216043379113,313.00422436756566,-4.785607339797581,400
red,New York strip steak,compression_only,compression_only,shear,train,1.0,Day 1,362.0385831042143,383.7957977435609,-8.032003066602359,393
red,New York strip steak,compression_only,compression_only,shear,train,2.0,Day 2,297.6606136955754,326.32465543365277,-4.93312369868298,351
red,New York strip steak,compression_only,compression_only,tension,train,0.0,Day 0,312.64994965144564,442.2069372757771,-0.6237039031522187,14
red,New York strip steak,compression_only,compression_only,tension,train,1.0,Day 1,448.6587164318847,684.3730573971495,-0.32629451640368967,13
red,New York strip steak,compression_only,compression_only,tension,train,2.0,Day 2,351.21279683171787,501.7193507869241,-0.31575308775925714,13
red,New York strip steak,shear_only,shear_only,compression,test,0.0,Day 0,1632.4439156901042,1817.142347652313,-48.00352251094715,9
red,New York strip steak,shear_only,shear_only,compression,test,1.0,Day 1,1829.9308949652777,1975.9109173371485,-71.53943499825836,9
red,New York strip steak,shear_only,shear_only,compression,test,2.0,Day 2,2404.9238744574654,2636.4340589848293,-18.3950946860092,9
red,New York strip steak,shear_only,shear_only,overall,test,-1.0,Overall,266.5670762376209,662.8071607945805,-2.4678824708352267,302
red,New York strip steak,shear_only,shear_only,shear,test,0.0,Day 0,74.45459041646757,100.66563035833406,-8.512368895153688,100
red,New York strip steak,shear_only,shear_only,shear,test,1.0,Day 1,78.22455772999524,84.88424796165953,-0.2539448991600668,64
red,New York strip steak,shear_only,shear_only,shear,test,2.0,Day 2,112.14391848723173,129.64752733533453,-1.464200404388492,100
red,New York strip steak,shear_only,shear_only,tension,test,0.0,Day 0,334.61116220703127,383.0116339714598,-1.288947550101463,4
red,New York strip steak,shear_only,shear_only,tension,test,1.0,Day 1,282.8771578125,375.5139441635093,-0.8896284220412634,3
red,New York strip steak,shear_only,shear_only,tension,test,2.0,Day 2,461.06753759765627,523.0494091243123,-0.6057789890041947,4
red,New York strip steak,shear_only,shear_only,compression,train,0.0,Day 0,1932.853752706473,2144.0354066002415,-22.419134712704473,35
red,New York strip steak,shear_only,shear_only,compression,train,1.0,Day 1,2380.057993223248,2654.7209170588085,-10.92071696009872,33
red,New York strip steak,shear_only,shear_only,compression,train,2.0,Day 2,2323.7157652282713,2558.1678353112325,-12.630138720499927,32
red,New York strip steak,shear_only,shear_only,overall,train,-1.0,Overall,337.529931601872,717.2894608053734,-2.440923793447202,1284
red,New York strip steak,shear_only,shear_only,shear,train,0.0,Day 0,137.01580150882174,162.2403593536225,-0.5544127746806842,400
red,New York strip steak,shear_only,shear_only,shear,train,1.0,Day 1,208.60014446813028,220.2000979857769,-1.9731626038686092,393
red,New York strip steak,shear_only,shear_only,shear,train,2.0,Day 2,163.6901744326338,205.70706995015888,-1.357664819964016,351
red,New York strip steak,shear_only,shear_only,tension,train,0.0,Day 0,379.9415315708705,461.4729414555013,-0.7682685149632662,14
red,New York strip steak,shear_only,shear_only,tension,train,1.0,Day 1,563.9340995763221,708.2801245010015,-0.42057535630869824,13
red,New York strip steak,shear_only,shear_only,tension,train,2.0,Day 2,457.3830174278846,541.2197796705453,-0.5310875142181704,13
red,New York strip steak,tension_only,tension_only,compression,test,0.0,Day 0,1178.857727267795,1261.3173422654054,-22.61011674043055,9
red,New York strip steak,tension_only,tension_only,compression,test,1.0,Day 1,1332.436340657552,1383.7722774555148,-34.57694876404681,9
red,New York strip steak,tension_only,tension_only,compression,test,2.0,Day 2,1899.550736029731,2028.8436578658757,-10.485641078142178,9
red,New York strip steak,tension_only,tension_only,overall,test,-1.0,Overall,249.69812589779812,503.4676990231067,-1.0009360668121108,302
red,New York strip steak,tension_only,tension_only,shear,test,0.0,Day 0,30.40191677914001,36.37816773425292,-0.24224681384673485,100
red,New York strip steak,tension_only,tension_only,shear,test,1.0,Day 1,136.66843781862258,147.25199956407897,-2.7735198963168863,64
red,New York strip steak,tension_only,tension_only,shear,test,2.0,Day 2,204.49863723512772,215.54946734642874,-5.811479533379685,100
red,New York strip steak,tension_only,tension_only,tension,test,0.0,Day 0,268.7195911621094,316.0358171490089,-0.5584200237082211,4
red,New York strip steak,tension_only,tension_only,tension,test,1.0,Day 1,282.9639357259115,397.23013651960844,-1.1145046989322918,3
red,New York strip steak,tension_only,tension_only,tension,test,2.0,Day 2,387.65629797363283,478.0656284320205,-0.34145274945990556,4
red,New York strip steak,tension_only,tension_only,compression,train,0.0,Day 0,1467.9084576450894,1586.8989769408288,-11.829374981899404,35
red,New York strip steak,tension_only,tension_only,compression,train,1.0,Day 1,1860.2586527728454,2053.7767908142337,-6.134624426448115,33
red,New York strip steak,tension_only,tension_only,compression,train,2.0,Day 2,1777.296531906128,1937.1278075173389,-6.8155358335042875,32
red,New York strip steak,tension_only,tension_only,overall,train,-1.0,Overall,374.80976244836523,592.8106676871153,-1.3502722631758872,1284
red,New York strip steak,tension_only,tension_only,shear,train,0.0,Day 0,213.912570701858,238.48853287809087,-2.358795490515296,400
red,New York strip steak,tension_only,tension_only,shear,train,1.0,Day 1,306.7880239587277,322.9990168751249,-5.397142821089721,393
red,New York strip steak,tension_only,tension_only,shear,train,2.0,Day 2,256.0134796922578,284.6239072710395,-3.513634405878107,351
red,New York strip steak,tension_only,tension_only,tension,train,0.0,Day 0,327.86322499999994,422.93859122689133,-0.4852869336240737,14
red,New York strip steak,tension_only,tension_only,tension,train,1.0,Day 1,475.6802709442608,676.0740238500294,-0.29432299230117254,13
red,New York strip steak,tension_only,tension_only,tension,train,2.0,Day 2,373.04097406475364,494.9529350805761,-0.2805027118500647,13
red,New York strip steak,weighted_all,weighted_all,compression,test,0.0,Day 0,1070.5827435438368,1139.873109619449,-18.28245903332972,9
red,New York strip steak,weighted_all,weighted_all,compression,test,1.0,Day 1,1206.148509033203,1243.317143916527,-27.721246954182032,9
red,New York strip steak,weighted_all,weighted_all,compression,test,2.0,Day 2,1792.1236577826608,1906.898769341669,-9.14643211688944,9
red,New York strip steak,weighted_all,weighted_all,overall,test,-1.0,Overall,258.54761213179523,475.1385450810003,-0.7820936139683798,302
red,New York strip steak,weighted_all,weighted_all,shear,test,0.0,Day 0,50.33691740657578,54.40955640977343,-1.7789236814239682,100
red,New York strip steak,weighted_all,weighted_all,shear,test,1.0,Day 1,156.24804474096595,169.2219446671544,-3.983536065995649,64
red,New York strip steak,weighted_all,weighted_all,shear,test,2.0,Day 2,230.16618755474718,242.27696883656145,-7.60541483826109,100
red,New York strip steak,weighted_all,weighted_all,tension,test,0.0,Day 0,253.98306467285158,316.25503468885734,-0.5605827626864572,4
red,New York strip steak,weighted_all,weighted_all,tension,test,1.0,Day 1,302.0928536214193,416.3694613047361,-1.323175466243891,3
red,New York strip steak,weighted_all,weighted_all,tension,test,2.0,Day 2,372.32212286376955,481.42582923629755,-0.36037647686353136,4
red,New York strip steak,weighted_all,weighted_all,compression,train,0.0,Day 0,1357.0964677246095,1465.4640557288972,-9.941006603906109,35
red,New York strip steak,weighted_all,weighted_all,compression,train,1.0,Day 1,1729.397314937707,1912.845910562265,-5.189058768714522,33
red,New York strip steak,weighted_all,weighted_all,compression,train,2.0,Day 2,1662.5474383735657,1814.9115131088192,-5.860458143120637,32
red,New York strip steak,weighted_all,weighted_all,overall,train,-1.0,Overall,389.4221296288554,575.1216221303755,-1.212104024681686,1284
red,New York strip steak,weighted_all,weighted_all,shear,train,0.0,Day 0,240.54449628349576,265.7421388179419,-3.170320277754265,400
red,New York strip steak,weighted_all,weighted_all,shear,train,1.0,Day 1,337.46326810843107,356.5633444406288,-6.795734414529846,393
red,New York strip steak,weighted_all,weighted_all,shear,train,2.0,Day 2,280.13186789008563,308.51198640081657,-4.303074286123036,351
red,New York strip steak,weighted_all,weighted_all,tension,train,0.0,Day 0,319.6717816929408,426.6713414809741,-0.5116201705463961,14
red,New York strip steak,weighted_all,weighted_all,tension,train,1.0,Day 1,455.9838820676832,679.2843978099172,-0.3066445027372986,13
red,New York strip steak,weighted_all,weighted_all,tension,train,2.0,Day 2,359.8203640136719,497.49701339955914,-0.2937002153241224,13
