file_name,color,cut_name,freshness_index,time_hours,time_days,sample_num,mode,loading,point_index,deformation,stress_pa
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,86,0.166009,269.965
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,87,0.174073,262.07
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,88,0.174073,262.07
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,89,0.174073,262.07
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,90,0.174073,262.07
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,91,0.18218499999999999,255.684
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,92,0.18218499999999999,255.684
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,93,0.18218499999999999,255.684
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,94,0.18218499999999999,255.684
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,95,0.190285,250.207
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,96,0.190285,250.207
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,97,0.190285,250.207
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,98,0.190285,250.207
green1-2.xls,green,sirloin tender steak,1,0,0.0,2,shear,shear,99,0.198336,247.194
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,0,0.9781833,1084.91
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,1,0.9582137,1388.38
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,2,0.9377489999999999,1586.52
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,3,0.917849,1725.33
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,4,0.897678,1815.78
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,5,0.877435,1950.77
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,6,0.85731,2072.0
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,7,0.837365,2250.53
green1-3.xls,green,sirloin tender steak,1,0,0.0,3,uniaxial,compression,8,0.81746,2415.93
