color,loading,time_days,r2,rmse_pa,n_points
green,unloading,0.0,0.9577668905258179,69.74783682801568,80
green,unloading,1.0,0.9895648956298828,25.818900065377253,80
green,unloading,2.0,0.9581838250160217,43.92662310915144,80
