color,loading,time_days,r2,rmse_pa,n_points
green,shear,0.0,0.967797577381134,19.011801818829206,100
green,shear,1.0,0.9651515483856201,12.618102351701218,100
green,shear,2.0,0.8083092570304871,11.71854947745107,100
