color,cut_name,freshness_index,time_hours,time_days,mode,loading,point_index,deformation,file_name,sample_num,interpolated_stress_pa,modified_z,is_outlier
green,sirloin steak,1,0,0.0,shear,shear,35,0.14142369885714287,green1-5.xls,5,425.2327691259881,0.07225031263098466,False
green,sirloin steak,1,0,0.0,shear,shear,36,0.1454888632244898,green1-1.xls,1,519.4148818096648,0.88629377586831,False
green,sirloin steak,1,0,0.0,shear,shear,36,0.1454888632244898,green1-2.xls,2,272.1858202877263,-1.3624199296611923,False
green,sirloin steak,1,0,0.0,shear,shear,36,0.1454888632244898,green1-3.xls,3,421.9735855246572,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,36,0.1454888632244898,green1-4.xls,4,347.8174127817683,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,36,0.1454888632244898,green1-5.xls,5,428.06924559722614,0.05544410622704385,False
green,sirloin steak,1,0,0.0,shear,shear,37,0.14955402759183675,green1-1.xls,1,525.8799250980718,0.8806752768211752,False
green,sirloin steak,1,0,0.0,shear,shear,37,0.14955402759183675,green1-2.xls,2,272.69078797676644,-1.3622089314984225,False
green,sirloin steak,1,0,0.0,shear,shear,37,0.14955402759183675,green1-3.xls,3,426.46444364106065,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,37,0.14955402759183675,green1-4.xls,4,350.32316432095325,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,37,0.14955402759183675,green1-5.xls,5,430.7334992555674,0.0378175680484577,False
green,sirloin steak,1,0,0.0,shear,shear,38,0.1536191919591837,green1-1.xls,1,531.9234009677789,0.8693549124112564,False
green,sirloin steak,1,0,0.0,shear,shear,38,0.1536191919591837,green1-2.xls,2,273.11673908012654,-1.3584297391456523,False
green,sirloin steak,1,0,0.0,shear,shear,38,0.1536191919591837,green1-3.xls,3,430.92852126989163,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,38,0.1536191919591837,green1-4.xls,4,352.5703669836481,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,38,0.1536191919591837,green1-5.xls,5,432.5187969906493,0.013688951499963705,False
green,sirloin steak,1,0,0.0,shear,shear,39,0.15768435632653063,green1-1.xls,1,537.9668768374859,0.8816883788499128,False
green,sirloin steak,1,0,0.0,shear,shear,39,0.15768435632653063,green1-2.xls,2,273.53491975242224,-1.370529515132565,False
green,sirloin steak,1,0,0.0,shear,shear,39,0.15768435632653063,green1-3.xls,3,435.1076001682622,0.005616114248406815,False
green,sirloin steak,1,0,0.0,shear,shear,39,0.15768435632653063,green1-4.xls,4,355.25545281772963,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,39,0.15768435632653063,green1-5.xls,5,434.44821455291503,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,40,0.16174952069387757,green1-1.xls,1,544.0423150653855,0.916304025420072,False
green,sirloin steak,1,0,0.0,shear,shear,40,0.16174952069387757,green1-2.xls,2,271.85156592695336,-1.414038292981208,False
green,sirloin steak,1,0,0.0,shear,shear,40,0.16174952069387757,green1-3.xls,3,439.06865976417805,0.017579318426961577,False
green,sirloin steak,1,0,0.0,shear,shear,40,0.16174952069387757,green1-4.xls,4,358.23178586013904,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,40,0.16174952069387757,green1-5.xls,5,437.01534432884733,0.0,False
green,sirloin steak,1,0,0.0,shear,shear,41,0.1658146850612245,green1-1.xls,1,550.117956196634,0.9471546808342038,False
green,sirloin steak,1,0,0.0,shear,shear,41,0.1658146850612245,green1-2.xls,2,270.05106402713704,-1.4528902097726992,False
green,sirloin steak,1,0,0.0,shear,shear,41,0.1658146850612245,green1-3.xls,3,442.76970795066535,0.027229398975418248,False
green,sirloin steak,1,0,0.0,shear,shear,41,0.1658146850612245,green1-4.xls,4,360.8832512913829,-0.6745,False
green,sirloin steak,1,0,0.0,shear,shear,41,0.1658146850612245,green1-5.xls,5,439.5922452388074,0.0,False
