file_name,color,cut_name,freshness_index,time_hours,time_days,sample_num,mode,loading,point_index,deformation,stress_pa,stress_std_pa,n_used,n_total,used_samples,used_files,dropped_samples
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,17,0.8474511766492034,290.09324055960803,65.70409191754517,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,18,0.8490162765400001,268.0387495071634,59.46250762610704,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,19,0.8505813764307968,245.9842584547188,53.60487756450397,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,20,0.8521464763215936,223.9297674022727,48.2711813743051,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,21,0.8537115762123902,201.8752763498281,43.65388838215574,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,22,0.8552766761031869,179.82078529738354,40.00184942646244,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,23,0.8568417759939836,157.76629424493893,37.59740564504479,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,24,0.8584068758847803,135.71180319249441,36.68668466874225,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,25,0.8599719757755769,113.65731214004981,37.37902780670492,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
aggregated,green,sirloin steak,1,0,0.0,0,uniaxial,unloading,26,0.8615370756663736,93.19174947586684,39.583390046228594,5,5,"1,2,3,4,5","green1-1.xls,green1-2.xls,green1-3.xls,green1-4.xls,green1-5.xls",
