epoch,loss,lr
1,53.6998405456543,0.003000000026077032
2,48.770111083984375,0.003000000026077032
3,44.082801818847656,0.003000000026077032
4,39.63792037963867,0.003000000026077032
5,35.435523986816406,0.003000000026077032
6,31.4755916595459,0.003000000026077032
7,27.758136749267578,0.003000000026077032
8,24.283187866210938,0.003000000026077032
9,21.050739288330078,0.003000000026077032
10,18.060792922973633,0.003000000026077032
11,15.313344955444336,0.003000000026077032
12,12.808392524719238,0.003000000026077032
13,10.545900344848633,0.003000000026077032
14,8.525835037231445,0.003000000026077032
15,6.748130798339844,0.003000000026077032
16,5.212713241577148,0.003000000026077032
17,3.919445514678955,0.003000000026077032
18,2.868136167526245,0.003000000026077032
19,2.0584938526153564,0.003000000026077032
20,1.4900058507919312,0.003000000026077032
21,1.161670207977295,0.003000000026077032
22,1.0705876350402832,0.003000000026077032
23,1.1597440242767334,0.003000000026077032
24,1.3206288814544678,0.003000000026077032
25,1.478576898574829,0.003000000026077032
26,1.5925489664077759,0.003000000026077032
27,1.6443582773208618,0.003000000026077032
28,1.631371259689331,0.003000000026077032
29,1.5613517761230469,0.003000000026077032
30,1.4488136768341064,0.003000000026077032
31,1.3124176263809204,0.003000000026077032
32,1.173133373260498,0.003000000026077032
33,1.0529813766479492,0.003000000026077032
34,0.9741666913032532,0.003000000026077032
35,0.9571506381034851,0.003000000026077032
36,0.9916683435440063,0.003000000026077032
37,1.0400850772857666,0.003000000026077032
38,1.076371431350708,0.003000000026077032
39,1.0872374773025513,0.003000000026077032
40,1.0694115161895752,0.003000000026077032
41,1.0269601345062256,0.003000000026077032
42,0.9690168499946594,0.003000000026077032
43,0.9078838229179382,0.003000000026077032
44,0.8573004007339478,0.003000000026077032
45,0.8300036191940308,0.003000000026077032
46,0.8268449902534485,0.003000000026077032
47,0.8275611996650696,0.003000000026077032
48,0.8171069025993347,0.003000000026077032
49,0.7924627065658569,0.003000000026077032
50,0.7592713832855225,0.003000000026077032
51,0.7287313342094421,0.003000000026077032
52,0.7109615206718445,0.003000000026077032
53,0.7018532752990723,0.003000000026077032
54,0.6904422640800476,0.003000000026077032
55,0.6713151931762695,0.003000000026077032
56,0.6449031829833984,0.003000000026077032
57,0.6159201264381409,0.003000000026077032
58,0.591089129447937,0.003000000026077032
59,0.5739942193031311,0.003000000026077032
60,0.5574209094047546,0.003000000026077032
61,0.5353730916976929,0.003000000026077032
62,0.509469211101532,0.003000000026077032
63,0.48588162660598755,0.003000000026077032
64,0.46665793657302856,0.003000000026077032
65,0.4472891688346863,0.003000000026077032
66,0.4253264367580414,0.003000000026077032
67,0.40205317735671997,0.003000000026077032
68,0.3808068335056305,0.003000000026077032
69,0.362373411655426,0.003000000026077032
70,0.342623770236969,0.003000000026077032
71,0.32069987058639526,0.003000000026077032
72,0.3003513216972351,0.003000000026077032
73,0.2818915545940399,0.003000000026077032
74,0.26330751180648804,0.003000000026077032
75,0.24436593055725098,0.003000000026077032
76,0.226680189371109,0.003000000026077032
77,0.21087560057640076,0.003000000026077032
78,0.19486379623413086,0.003000000026077032
79,0.1788596361875534,0.003000000026077032
80,0.1646137833595276,0.003000000026077032
81,0.15146198868751526,0.003000000026077032
82,0.1382438838481903,0.003000000026077032
83,0.12591636180877686,0.003000000026077032
84,0.1151139959692955,0.003000000026077032
85,0.10481829941272736,0.003000000026077032
86,0.09486483037471771,0.003000000026077032
87,0.08611510694026947,0.003000000026077032
88,0.07830478250980377,0.003000000026077032
89,0.07076892256736755,0.003000000026077032
90,0.06393209844827652,0.003000000026077032
91,0.05808313935995102,0.003000000026077032
92,0.052663493901491165,0.003000000026077032
93,0.04760628566145897,0.003000000026077032
94,0.04331625625491142,0.003000000026077032
95,0.03956441581249237,0.003000000026077032
96,0.03604143112897873,0.003000000026077032
97,0.033003389835357666,0.003000000026077032
98,0.03048875369131565,0.003000000026077032
99,0.028182759881019592,0.003000000026077032
100,0.026142293587327003,0.003000000026077032
101,0.024517973884940147,0.003000000026077032
102,0.023105137050151825,0.003000000026077032
103,0.021825946867465973,0.003000000026077032
104,0.020828118547797203,0.003000000026077032
105,0.02002764493227005,0.003000000026077032
106,0.01929580233991146,0.003000000026077032
107,0.01872703991830349,0.003000000026077032
108,0.018320273607969284,0.003000000026077032
109,0.017954107373952866,0.003000000026077032
110,0.017666006460785866,0.003000000026077032
111,0.017495175823569298,0.003000000026077032
112,0.01735258474946022,0.003000000026077032
113,0.017235690727829933,0.003000000026077032
114,0.01719358004629612,0.003000000026077032
115,0.017172271385788918,0.003000000026077032
116,0.01714877039194107,0.003000000026077032
117,0.017166361212730408,0.003000000026077032
118,0.017198840156197548,0.003000000026077032
119,0.017216959968209267,0.003000000026077032
120,0.017252931371331215,0.003000000026077032
121,0.017298828810453415,0.003000000026077032
122,0.01732713356614113,0.003000000026077032
123,0.017359353601932526,0.003000000026077032
124,0.01739766076207161,0.003000000026077032
125,0.017419716343283653,0.003000000026077032
126,0.017438629642128944,0.003000000026077032
127,0.01746113784611225,0.003000000026077032
128,0.017470460385084152,0.003000000026077032
129,0.017474152147769928,0.003000000026077032
130,0.017480183392763138,0.003000000026077032
131,0.017476480454206467,0.003000000026077032
132,0.017467182129621506,0.003000000026077032
133,0.01745983026921749,0.003000000026077032
134,0.017445897683501244,0.003000000026077032
