color,loading,time_days,r2,rmse_pa,n_points
red,unloading,0.0,0.9565980434417725,47.7605441769472,80
red,unloading,1.0,0.984882652759552,43.14982726238238,80
red,unloading,2.0,0.9673169851303101,56.49204650532121,80
