epoch,train_loss,val_loss
1,0.15596051514148712,0.24308083951473236
2,0.1559472233057022,0.24306249618530273
3,0.1559339016675949,0.24304413795471191
4,0.15592052042484283,0.24302569031715393
5,0.15590716898441315,0.24300722777843475
6,0.1558937281370163,0.242988720536232
7,0.15588033199310303,0.24297021329402924
8,0.15586687624454498,0.2429516762495041
9,0.15585339069366455,0.24293309450149536
10,0.15583989024162292,0.24291448295116425
11,0.1558263599872589,0.24289585649967194
12,0.1558128297328949,0.24287717044353485
13,0.1557992696762085,0.24285845458507538
14,0.1557856947183609,0.2428397238254547
15,0.15577207505702972,0.24282097816467285
16,0.15575845539569855,0.24280214309692383
17,0.1557447910308838,0.2427833527326584
18,0.15573111176490784,0.24276448786258698
19,0.1557174175977707,0.24274557828903198
20,0.15570370852947235,0.2427266389131546
21,0.15568993985652924,0.24270771443843842
22,0.15567614138126373,0.24268873035907745
23,0.15566235780715942,0.24266965687274933
24,0.15564854443073273,0.2426505982875824
25,0.15563468635082245,0.24263149499893188
26,0.15562079846858978,0.2426123470067978
27,0.15560688078403473,0.2425931692123413
28,0.15559296309947968,0.24257396161556244
29,0.15557901561260223,0.24255472421646118
30,0.1555650383234024,0.24253542721271515
31,0.155551016330719,0.24251611530780792
32,0.1555369794368744,0.2424967736005783
33,0.15552294254302979,0.24247737228870392
34,0.1555088460445404,0.24245791137218475
35,0.15549473464488983,0.24243848025798798
36,0.15548059344291687,0.24241897463798523
37,0.1554664522409439,0.2423994094133377
38,0.15545225143432617,0.242379829287529
39,0.15543799102306366,0.2423602193593979
40,0.15542376041412354,0.242340549826622
41,0.15540950000286102,0.24232088029384613
42,0.15539517998695374,0.24230115115642548
43,0.15538083016872406,0.24228134751319885
44,0.15536648035049438,0.24226157367229462
45,0.15535210072994232,0.24224171042442322
46,0.15533769130706787,0.24222183227539062
47,0.15532322227954865,0.24220190942287445
48,0.1553087681531906,0.2421819269657135
49,0.1552942544221878,0.24216191470623016
50,0.155279740691185,0.24214187264442444
51,0.1552651822566986,0.24212180078029633
52,0.15525059401988983,0.24210165441036224
53,0.15523596107959747,0.24208152294158936
54,0.15522129833698273,0.2420612871646881
55,0.1552066206932068,0.24204103648662567
56,0.15519194304943085,0.24202075600624084
57,0.15517717599868774,0.24200043082237244
58,0.15516242384910583,0.24198006093502045
59,0.15514762699604034,0.24195966124534607
60,0.15513281524181366,0.24193918704986572
61,0.1551179587841034,0.24191872775554657
62,0.15510310232639313,0.24189819395542145
63,0.1550881713628769,0.24187761545181274
64,0.15507322549819946,0.24185700714588165
65,0.15505824983119965,0.24183635413646698
66,0.15504325926303864,0.24181565642356873
67,0.15502822399139404,0.2417949140071869
68,0.15501317381858826,0.24177417159080505
69,0.1549980789422989,0.24175332486629486
70,0.15498293936252594,0.24173247814178467
71,0.1549677848815918,0.2417115420103073
72,0.15495260059833527,0.24169060587882996
73,0.15493738651275635,0.24166961014270782
74,0.15492215752601624,0.2416486144065857
75,0.15490686893463135,0.241627499461174
76,0.15489156544208527,0.24160638451576233
77,0.1548762321472168,0.24158522486686707
78,0.15486088395118713,0.24156403541564941
79,0.1548454761505127,0.24154283106327057
80,0.15483003854751587,0.24152149260044098
81,0.15481457114219666,0.24150019884109497
82,0.15479908883571625,0.2414788007736206
83,0.15478356182575226,0.24145738780498505
84,0.15476803481578827,0.2414359599351883
85,0.1547524333000183,0.24141445755958557
86,0.15473680198192596,0.24139292538166046
87,0.15472117066383362,0.24137133359909058
88,0.1547054946422577,0.24134966731071472
89,0.15468977391719818,0.24132800102233887
90,0.15467402338981628,0.24130630493164062
91,0.1546582728624344,0.24128450453281403
92,0.15464243292808533,0.24126271903514862
93,0.15462662279605865,0.24124087393283844
94,0.1546107530593872,0.24121898412704468
95,0.15459482371807098,0.24119706451892853
96,0.15457890927791595,0.2411750704050064
97,0.15456295013427734,0.2411530315876007
98,0.15454694628715515,0.24113096296787262
99,0.15453092753887177,0.24110887944698334
100,0.1545148640871048,0.2410866767168045
101,0.15449877083301544,0.24106448888778687
102,0.1544826328754425,0.24104221165180206
103,0.15446649491786957,0.24101994931697845
104,0.15445029735565186,0.24099759757518768
105,0.15443409979343414,0.24097521603107452
106,0.15441785752773285,0.24095280468463898
107,0.15440154075622559,0.24093034863471985
108,0.15438520908355713,0.24090781807899475
109,0.15436886250972748,0.24088524281978607
110,0.15435245633125305,0.24086257815361023
